aspect,site,siteUn,depth,year,trial_id_each_depth,trial_id_combined_depths,season,deploydate,old_id,new_id,was_plain_rubble_first,trial,branched,size_cat,size_cat_adjusted_to_flume_exp,axial_l,thickness_1,thickness_2,thickness_3,avg_thickness,span_any_way,span_width_ways,num_branches,branch1_l,branch2_l,branch3_l,avg_branch_l,branches_opposing,dry_wt,vol_start,vol_end,wet_wt,buoy_wt,vol,density,day,moved_at_all,moved_at_all_over_1_cm,flipped_from_previous_day_y_or_n,diag_dist,avg_slope_angle_transect.1,starting_substrate_new,CORRECTED_avg_peak_U,CORRECTED_fastest_peak_U
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6042,6042,No,Yellow_Rubble,Yes,Small,Small,6,1.5,1.4,1,1.3,6,4.6,5,2.9,1.2,2,2.033333333,Yes,19.68,416,428,22.7,10.8,12,1.891666667,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6032,6032,No,Yellow_Rubble,No,Small,Small,6,1.5,1.6,1.5,1.533333333,6,1.6,0,NA,NA,NA,0,NA,14.68,73,84.5,18,7.9,11.5,1.565217391,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6009,6009,No,Yellow_Rubble,No,Small,Small,6.7,2.2,1.5,1.4,1.7,6.7,2.2,0,NA,NA,NA,0,NA,16.28,80,91.5,19,8.6,11.5,1.652173913,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6132,6132,No,Yellow_Rubble,No,Medium,Medium,13.3,1.9,1.8,1.9,1.866666667,13.3,1.9,0,NA,NA,NA,0,NA,60.58,196,231,67.8,35,35,1.937142857,2,1,1,Y,25.5,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6033,6033,No,Yellow_Rubble,Yes,Small,Small,4.8,0.9,0.9,0.7,0.833333333,4.8,3.2,4,2.5,2,1,1.833333333,Yes,12.45,180,187,11.1,5.2,7,1.585714286,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6089,6089,No,Yellow_Rubble,Yes,Small,Small,6.9,1.6,1.5,1.3,1.466666667,6.9,2.6,1,1,NA,NA,1,NA,26.78,194,215,27.8,16.6,21,1.323809524,2,1,1,N,3,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6084,6084,No,Yellow_Rubble,No,Large,Large ,18.6,1.5,1.5,1.2,1.4,18.6,1.5,0,NA,NA,NA,0,NA,52.38,210,240.5,58.4,29.8,30.5,1.914754098,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6010,6010,No,Yellow_Rubble,No,Small,Small,5.9,1.1,1.1,1.2,1.133333333,5.9,1.2,0,NA,NA,NA,0,NA,10.83,,,12.414488,5.507596,8.310163,1.493892238,2,0,0,Y,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6087,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,2,0,0,N,0,10.87096774,hard_carb,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6029,6029,No,Yellow_Rubble,Yes,Small,Small,5.5,1,1,0.9,0.966666667,6.2,3.8,3,1,2.5,1.7,1.733333333,Yes,12.48,415,422,14.3,6.7,7,2.042857143,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6031,6031,No,Yellow_Rubble,No,Small,Small,6.9,1.5,1.6,1.7,1.6,6.9,1.7,0,NA,NA,NA,0,NA,21.88,84,96,23.9,12.5,12,1.991666667,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6030,6030,No,Yellow_Rubble,Yes,Medium,Medium,12.8,2,2,2.3,2.1,12.8,6.5,3,2,2.5,3.4,2.633333333,Yes,86.78,1060,1100,95.7,48.8,40,2.3925,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6144,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6014,6014,No,Yellow_Rubble,No,Small,Small,7,1.7,1.8,1.9,1.8,7,1.9,0,NA,NA,NA,0,NA,23.18,85,99,26.1,13.1,14,1.864285714,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6134,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6047,6047,No,Yellow_Rubble,No,Small,Small,5.7,1.3,1.4,1.5,1.4,5.7,1.5,0,NA,NA,NA,0,NA,14.78,86,95,16.9,8.4,9,1.877777778,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6142,6142,No,Yellow_Rubble,No,Small,Medium,8.1,1.7,1.5,1.2,1.466666667,8.1,1.7,0,NA,NA,NA,0,NA,17.68,73,85.5,21.6,9.5,12.5,1.728,2,1,1,N,2,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6126,6126,No,Yellow_Rubble,No,Small,Small,8,1.6,1.9,0.7,1.4,8,1.9,0,NA,NA,NA,0,NA,15.28,182,192,17.3,8.5,10,1.73,2,1,1,Y,6.800735254,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6077,6077,No,Yellow_Rubble,No,Medium,Medium,12.8,2.3,2,1.2,1.833333333,12.8,2.3,0,NA,NA,NA,0,NA,54.88,194,227,62.6,31.6,33,1.896969697,2,0,0,N,0,10.87096774,rubble,0.262919905,0.329940999
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6041,6041,No,Yellow_Rubble,Yes,Medium,Medium,14,1.2,1.3,1.6,1.366666667,14,6.8,4,1,6,3.1,3.366666667,Yes,71.78,1050,1090,79,42.7,40,1.975,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6048,6048,No,Yellow_Rubble,No,Large,Large ,19.4,2.2,2.8,2.1,2.366666667,19.4,2.8,0,NA,NA,NA,0,NA,99.58,415,483,120.6,53.9,68,1.773529412,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6080,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6015,6015,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.7,1.6,2,1.766666667,13.2,4.6,2,3,3.2,NA,3.1,Yes,63.88,720,758,72.4,33.7,38,1.905263158,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6028,6028,No,Yellow_Rubble,Yes,Large,Medium,10,1.7,0.6,1.4,1.233333333,12.3,1.5,4,4,2.6,2.3,2.966666667,Yes,76.82,1060,1095,66.2,33.9,35,1.891428571,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6130,6130,No,Yellow_Rubble,Yes,Medium,Large ,15.5,1.7,1.8,1.9,1.8,15.5,3.7,1,1.6,NA,NA,1.6,NA,52.28,450,482,61.1,28.6,32,1.909375,3,0,0,Y,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6145,6145,No,Yellow_Rubble,No,Large,Large ,19.2,2.9,1.9,1.7,2.166666667,19.2,2.9,0,NA,NA,NA,0,NA,75.78,415,460,85.5,42.2,45,1.9,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6127,6127,No,Yellow_Rubble,Yes,Medium,Medium,14.7,1.5,1.2,1.4,1.366666667,19,5.9,9,3.6,6.5,1.3,3.8,Yes,93.98,110,150,103.3,56.1,40,2.5825,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6094,6094,No,Yellow_Rubble,Yes,Medium,Medium,13.9,2,2.2,2.3,2.166666667,13.9,5.5,2,1.8,1.9,NA,1.85,No,53.38,1140,1175,62.8,30,35,1.794285714,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6049,6049,No,Yellow_Rubble,Yes,Medium,Medium,10.3,1.7,1.5,1.5,1.566666667,13.9,1.7,2,7.2,4.7,NA,5.95,No,49.18,1060,1090,56.9,28.3,30,1.896666667,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6120,6120,No,Yellow_Rubble,No,Medium,Medium,11.9,2.4,2.3,1.9,2.2,11.9,2.5,0,NA,NA,NA,0,NA,65.58,126,167,74.9,36,41,1.826829268,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6037,6037,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.6,1.5,1.5,1.533333333,12.8,5.1,2,2,3.5,NA,2.75,Yes,51.88,420,450,57,28.7,30,1.9,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6043,6043,No,Yellow_Rubble,No,Medium,Medium,12.5,1.8,1.8,1.6,1.733333333,12.5,1.8,0,NA,NA,NA,0,NA,33.58,178,198,40,15.4,20,2,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6118,6118,No,Yellow_Rubble,No,Medium,Medium,13.4,2,3.4,2,2.466666667,13.4,3.4,0,NA,NA,NA,0,NA,74.78,196.5,243,85.2,41,46.5,1.832258065,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6023,6023,No,Yellow_Rubble,Yes,Small,Small,5.8,1.3,1.5,1.7,1.5,5.8,3.2,2,1.6,1.4,NA,1.5,No,17.68,181,192,19.9,10,11,1.809090909,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6148,6148,No,Yellow_Rubble,Yes,Large,Large ,16.8,2.2,1.8,1.7,1.9,16.8,6.5,7,5,3,1.1,3.033333333,Yes,101.28,1120,1180,117.1,58.8,60,1.951666667,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6026,6026,No,Yellow_Rubble,Yes,Medium,Medium,13.5,1.4,1.4,1.2,1.333333333,13.5,3.2,1,3.6,NA,NA,3.6,NA,36.18,198,226,41.7,19.4,28,1.489285714,3,0,0,Y,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6095,6095,No,Yellow_Rubble,Yes,Large,Large ,18.9,1.4,1.1,0.8,1.1,18.9,10.1,8,3.7,4.3,No data,4,Yes,78.98,1120,1160,88,44.434876,40,2.2,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6025,6025,No,Yellow_Rubble,Yes,Small,Small,7.7,1.3,1.3,1.3,1.3,7.7,5.1,2,1.8,1.3,NA,1.55,No,33.58,417,437,37.7,17.1,20,1.885,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6001,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6140,6140,No,Yellow_Rubble,Yes,Small,Small,7.6,1.3,1.3,1.2,1.266666667,7.9,6.7,8,3,1.6,1,1.866666667,Yes,33.68,1120,1140,38.4,18.6,20,1.92,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6088,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,3,1,0,N,1,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6147,6147,No,Yellow_Rubble,Yes,Large,Large ,18.4,1.8,1.4,1.2,1.466666667,18.4,5.7,4,1.2,3.8,4.8,3.266666667,Yes,63.28,1060,1095,70.6,37,35,2.017142857,3,1,1,N,5.852349955,10.87096774,hard_carb,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6146,6146,No,Yellow_Rubble,Yes,Small,Small,5.5,1.6,1.8,1.4,1.6,6.1,4.6,1,2.9,NA,NA,2.9,NA,21.78,415,428,24.7,12,13,1.9,3,0,0,N,0,10.87096774,hard_carb,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6137,6137,No,Yellow_Rubble,Yes,Small,Small,7.4,2.5,1.8,1.7,2,7.4,6.4,4,2.7,2.4,1.8,2.3,Yes,48.08,420,451,55,25.3,31,1.774193548,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6092,6092,No,Yellow_Rubble,Yes,Large,Large ,16.6,2.1,2.3,2.3,2.233333333,16.6,6.7,1,8.1,NA,NA,8.1,NA,139.08,1060,1135,153.6,80.5,75,2.048,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6039,6039,No,Yellow_Rubble,Yes,Medium,Medium,14.7,2,2,2,2,14.7,3.9,1,2.2,NA,NA,2.2,NA,87.08,415,467,97.3,47.8,52,1.871153846,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6083,6083,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.8,1.8,1.7,1.766666667,12.2,5.5,4,1.2,2.2,1.7,1.7,Yes,66.28,1060,1100,76.5,36.8,40,1.9125,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6136,6136,No,Yellow_Rubble,Yes,Small,Small,6.2,1.3,1.5,1.3,1.366666667,7.7,3.7,1,2.4,NA,NA,2.4,NA,28.31,,,32.055016,15.492172,17.331591,1.849513758,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6149,6149,No,Yellow_Rubble,No,Medium,Medium,14.7,2.3,1.9,1.2,1.8,14.7,2.3,0,NA,NA,NA,0,NA,44.28,195,222,52,25.8,27,1.925925926,3,1,1,N,2,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6040,6040,No,Yellow_Rubble,No,Small,Small,6.9,1.5,1.8,1.8,1.7,6.9,1.8,0,NA,NA,NA,0,NA,22.88,79.5,92,25.2,13.5,12.5,2.016,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6042,6042,No,Yellow_Rubble,Yes,Small,Small,6,1.5,1.4,1,1.3,6,4.6,5,2.9,1.2,2,2.033333333,Yes,19.68,416,428,22.7,10.8,12,1.891666667,3,1,1,N,3,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6032,6032,No,Yellow_Rubble,No,Small,Small,6,1.5,1.6,1.5,1.533333333,6,1.6,0,NA,NA,NA,0,NA,14.68,73,84.5,18,7.9,11.5,1.565217391,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6009,6009,No,Yellow_Rubble,No,Small,Small,6.7,2.2,1.5,1.4,1.7,6.7,2.2,0,NA,NA,NA,0,NA,16.28,80,91.5,19,8.6,11.5,1.652173913,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6132,6132,No,Yellow_Rubble,No,Medium,Medium,13.3,1.9,1.8,1.9,1.866666667,13.3,1.9,0,NA,NA,NA,0,NA,60.58,196,231,67.8,35,35,1.937142857,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6033,6033,No,Yellow_Rubble,Yes,Small,Small,4.8,0.9,0.9,0.7,0.833333333,4.8,3.2,4,2.5,2,1,1.833333333,Yes,12.45,180,187,11.1,5.2,7,1.585714286,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6089,6089,No,Yellow_Rubble,Yes,Small,Small,6.9,1.6,1.5,1.3,1.466666667,6.9,2.6,1,1,NA,NA,1,NA,26.78,194,215,27.8,16.6,21,1.323809524,3,1,1,Y,2,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6084,6084,No,Yellow_Rubble,No,Large,Large ,18.6,1.5,1.5,1.2,1.4,18.6,1.5,0,NA,NA,NA,0,NA,52.38,210,240.5,58.4,29.8,30.5,1.914754098,3,1,1,N,3,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6010,6010,No,Yellow_Rubble,No,Small,Small,5.9,1.1,1.1,1.2,1.133333333,5.9,1.2,0,NA,NA,NA,0,NA,10.83,,,12.414488,5.507596,8.310163,1.493892238,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6087,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,3,0,0,N,0,10.87096774,hard_carb,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6029,6029,No,Yellow_Rubble,Yes,Small,Small,5.5,1,1,0.9,0.966666667,6.2,3.8,3,1,2.5,1.7,1.733333333,Yes,12.48,415,422,14.3,6.7,7,2.042857143,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6031,6031,No,Yellow_Rubble,No,Small,Small,6.9,1.5,1.6,1.7,1.6,6.9,1.7,0,NA,NA,NA,0,NA,21.88,84,96,23.9,12.5,12,1.991666667,3,0,0,Y,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6030,6030,No,Yellow_Rubble,Yes,Medium,Medium,12.8,2,2,2.3,2.1,12.8,6.5,3,2,2.5,3.4,2.633333333,Yes,86.78,1060,1100,95.7,48.8,40,2.3925,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6144,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6014,6014,No,Yellow_Rubble,No,Small,Small,7,1.7,1.8,1.9,1.8,7,1.9,0,NA,NA,NA,0,NA,23.18,85,99,26.1,13.1,14,1.864285714,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6134,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6047,6047,No,Yellow_Rubble,No,Small,Small,5.7,1.3,1.4,1.5,1.4,5.7,1.5,0,NA,NA,NA,0,NA,14.78,86,95,16.9,8.4,9,1.877777778,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6142,6142,No,Yellow_Rubble,No,Small,Medium,8.1,1.7,1.5,1.2,1.466666667,8.1,1.7,0,NA,NA,NA,0,NA,17.68,73,85.5,21.6,9.5,12.5,1.728,3,1,1,Y,2.236067977,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6126,6126,No,Yellow_Rubble,No,Small,Small,8,1.6,1.9,0.7,1.4,8,1.9,0,NA,NA,NA,0,NA,15.28,182,192,17.3,8.5,10,1.73,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,5,2-3m,2018,23A,13B,W_Monsoon,6/8/2018,6077,6077,No,Yellow_Rubble,No,Medium,Medium,12.8,2.3,2,1.2,1.833333333,12.8,2.3,0,NA,NA,NA,0,NA,54.88,194,227,62.6,31.6,33,1.896969697,3,0,0,N,0,10.87096774,rubble,0.227783508,0.310641692
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4911,6038,No,Yellow_Rubble,Yes,Small,Small,6.8,1.4,1.5,1.6,1.5,7.7,6.1,1,4.4,NA,NA,4.4,NA,21.69,,,24.616784,11.710828,13.915009,1.769081429,1,0,0,N,0,28.28571429,sand,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5299,6026,No,Yellow_Rubble,Yes,Medium,Medium,13.5,1.4,1.4,1.2,1.333333333,13.5,3.2,1,3.6,NA,NA,3.6,NA,36.18,198,226,41.7,19.4,28,1.489285714,1,0,0,N,0,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5291,6050,No,Yellow_Rubble,No,Medium,Medium,13.9,1.6,1.7,2,1.766666667,13.9,2,0,NA,NA,NA,0,NA,49.08,168,190,55.4,27.6,22,2.518181818,1,0,0,N,0,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5294,6049,No,Yellow_Rubble,Yes,Medium,Medium,10.3,1.7,1.5,1.5,1.566666667,13.9,1.7,2,7.2,4.7,NA,5.95,No,49.18,1060,1090,56.9,28.3,30,1.896666667,1,1,1,Y,5,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5296,6120,No,Yellow_Rubble,No,Medium,Medium,11.9,2.4,2.3,1.9,2.2,11.9,2.5,0,NA,NA,NA,0,NA,65.58,126,167,74.9,36,41,1.826829268,1,1,1,Y,3,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4907,6034,No,Yellow_Rubble,Yes,Small,Small,6.3,1.8,1.3,1,1.366666667,6.4,4.6,2,2.7,1.9,NA,2.3,Yes,23.18,415,432,27.5,12.8,17,1.617647059,1,1,1,N,5,28.28571429,rubble ,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5779,6048,No,Yellow_Rubble,No,Large,Large ,19.4,2.2,2.8,2.1,2.366666667,19.4,2.8,0,NA,NA,NA,0,NA,99.58,415,483,120.6,53.9,68,1.773529412,1,1,1,N,4.5,15.2,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4946,4946,No - and no new number,Yellow_Rubble,No,Small,Small,6.8,1.4,1.8,1.3,1.5,6.8,1.9,0,NA,NA,NA,0,NA,17.37,,,19.762832,9.243244,11.685457,1.691233128,1,0,0,N,0,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5290,6043,No,Yellow_Rubble,No,Medium,Medium,12.5,1.8,1.8,1.6,1.733333333,12.5,1.8,0,NA,NA,NA,0,NA,33.58,178,198,40,15.4,20,2,1,0,0,N,0,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,5292,5292,No - and no new number,Yellow_Rubble,No,Medium,Medium,14.2,1.6,1.7,1.8,1.7,14.2,1.8,0,NA,NA,NA,0,NA,35.18,,,39.774148,19.416316,20.877198,1.905147808,1,1,1,Y,10,15.2,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4936,6033,No,Yellow_Rubble,Yes,Small,Small,4.8,0.9,0.9,0.7,0.833333333,4.8,3.2,4,2.5,2,1,1.833333333,Yes,12.45,180,187,11.1,5.2,7,1.585714286,1,1,1,N,2,28.28571429,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4940,6042,No,Yellow_Rubble,Yes,Small,Small,6,1.5,1.4,1,1.3,6,4.6,5,2.9,1.2,2,2.033333333,Yes,19.68,416,428,22.7,10.8,12,1.891666667,1,0,0,N,0,15.2,rubble,0.049920581,0.085704451
SE,2,11,6-7m,2017,9A,5B,NE_Monsoon,1/12/2017,4950,6032,No,Yellow_Rubble,No,Small,Small,6,1.5,1.6,1.5,1.533333333,6,1.6,0,NA,NA,NA,0,NA,14.68,73,84.5,18,7.9,11.5,1.565217391,1,0,0,N,0,28.28571429,rubble,0.049920581,0.085704451
