aspect,site,siteUn,depth,year,trial_id_each_depth,trial_id_combined_depths,season,deploydate,old_id,new_id,was_plain_rubble_first,trial,branched,size_cat,size_cat_adjusted_to_flume_exp,axial_l,thickness_1,thickness_2,thickness_3,avg_thickness,span_any_way,span_width_ways,num_branches,branch1_l,branch2_l,branch3_l,avg_branch_l,branches_opposing,dry_wt,vol_start,vol_end,wet_wt,buoy_wt,vol,density,day,moved_at_all,moved_at_all_over_1_cm,flipped_from_previous_day_y_or_n,diag_dist,avg_slope_angle_transect.1,starting_substrate_new,CORRECTED_avg_peak_U,CORRECTED_fastest_peak_U
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5264,6100,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.8,1.8,1.7,1.766666667,12.4,7,5,2.6,4.3,1.3,2.733333333,Yes,83.08,1060,1105,92.4,47,45,2.053333333,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5261,6086,No,Yellow_Rubble,Yes,Medium,Medium,11.6,2.7,1.5,1.5,1.9,12.5,8.7,6,3.1,6.1,7.5,5.566666667,Yes,88.48,1120,Doesn't fit,95.3,47,48.385328,1.969605332,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5795,6098,No,Yellow_Rubble,Yes,Large,Large ,18.6,1.8,1.2,0.8,1.266666667,18.6,5.8,3,1.5,5.7,1.1,2.766666667,Yes,59.48,1100,1130,65.9,35.6,30,2.196666667,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5792,6092,No,Yellow_Rubble,Yes,Large,Large ,16.6,2.1,2.3,2.3,2.233333333,16.6,6.7,1,8.1,NA,NA,8.1,NA,139.08,1060,1135,153.6,80.5,75,2.048,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5274,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5788,6095,No,Yellow_Rubble,Yes,Large,Large ,18.9,1.4,1.1,0.8,1.1,18.9,10.1,8,3.7,4.3,No data,4,Yes,78.98,1120,1160,88,44.434876,40,2.2,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4932,6146,No,Yellow_Rubble,Yes,Small,Small,5.5,1.6,1.8,1.4,1.6,6.1,4.6,1,2.9,NA,NA,2.9,NA,21.78,415,428,24.7,12,13,1.9,1,0,0,N,0,0.125,rubble,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5266,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5267,6005,No,Yellow_Rubble,No,Medium,Medium,12,2.7,1.6,2.1,2.133333333,12,2.7,0,NA,NA,NA,0,NA,52.48,370,393,61.1,28.2,23,2.656521739,1,0,0,Y,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,6000,6082,No,Yellow_Rubble,Yes,Large,Large ,21,2.4,2.2,1.8,2.133333333,21,5.2,2,1,2,NA,1.5,Yes,140.98,1100,1180,156.9,78.9,80,1.96125,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5781,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4929,6012,No,Yellow_Rubble,No,Small,Small,7.2,1.3,1.9,1.3,1.5,7.2,1.9,0,NA,NA,NA,0,NA,17.58,69,80,19.8,9.8,11,1.8,1,1,1,N,2.5,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4939,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4947,6006,No,Yellow_Rubble,Yes,Small,Small,6.2,1,1.2,0.7,0.966666667,6.2,4,10,1,2.9,2.1,2,Yes,20.58,423,435,24.8,11.4,12,2.066666667,1,1,1,Y,5.5,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4938,6136,No,Yellow_Rubble,Yes,Small,Small,6.2,1.3,1.5,1.3,1.366666667,7.7,3.7,1,2.4,NA,NA,2.4,NA,22.31,,,25.313416,12.064972,14.234991,1.778253039,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5255,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4931,6090,No,Yellow_Rubble,Yes,Small,Small,6.8,1.7,1.5,1.4,1.533333333,6.8,4,1,2.7,NA,NA,2.7,NA,17.48,415,427,20.1,8.3,12,1.675,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5269,6097,No,Yellow_Rubble,No,Medium,Medium,12.5,1.9,1.4,1.4,1.566666667,12.5,2.4,0,NA,NA,NA,0,NA,28.88,170,187,33.7,15.9,17,1.982352941,1,1,1,N,3,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5278,6083,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.8,1.8,1.7,1.766666667,12.2,5.5,4,1.2,2.2,1.7,1.7,Yes,66.28,1060,1100,76.5,36.8,40,1.9125,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5799,6145,No,Yellow_Rubble,No,Large,Large ,19.2,2.9,1.9,1.7,2.166666667,19.2,2.9,0,NA,NA,NA,0,NA,75.78,415,460,85.5,42.2,45,1.9,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5785,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5271,6093,No,Yellow_Rubble,Yes,Medium,Medium,13.3,1.9,2,1.8,1.9,13.3,3.5,3,1.3,2.5,1.7,1.833333333,Yes,78.08,400,440,86.6,45.1,40,2.165,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5275,6085,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.4,1.7,1.3,1.466666667,12.4,9.1,2,4.1,4.6,NA,4.35,Yes,41.18,1120,1147,45.4,18.1,27,1.681481481,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4927,6023,No,Yellow_Rubble,Yes,Small,Small,5.8,1.3,1.5,1.7,1.5,5.8,3.2,2,1.6,1.4,NA,1.5,No,17.68,181,192,19.9,10,11,1.809090909,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4941,6019,No,Yellow_Rubble,No,Small,Medium,8.6,2.5,1.8,1.8,2.033333333,8.6,2.5,0,NA,NA,NA,0,NA,27.48,142,160,31,15.9,18,1.722222222,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5272,6015,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.7,1.6,2,1.766666667,13.2,4.6,2,3,3.2,NA,3.1,Yes,63.88,720,758,72.4,33.7,38,1.905263158,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5256,6135,No,Yellow_Rubble,No,Medium,Medium,13.1,1.6,2.2,1.6,1.8,13.1,2.2,0,NA,NA,NA,0,NA,70.08,188,218,76,41.2,30,2.533333333,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5277,6002,No,Yellow_Rubble,No,Medium,Medium,14.2,2.6,3,3.2,2.933333333,14.2,3.2,0,NA,NA,NA,0,NA,139.98,397,478,161.2,80.7,81,1.990123457,1,0,0,Y,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5268,6077,No,Yellow_Rubble,No,Medium,Medium,12.8,2.3,2,1.2,1.833333333,12.8,2.3,0,NA,NA,NA,0,NA,54.88,194,227,62.6,31.6,33,1.896969697,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4930,4930,No - and no new number,Yellow_Rubble,Yes,Small,Small,6.2,0.8,1.3,1.5,1.2,6.708203932,4.4,3,2.3,1.9,1.6,1.933333333,Yes,16.31,,,18.571816,8.637772,11.138391,1.667369731,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4934,6018,No,Yellow_Rubble,No,Small,Small,6.5,1.7,1.6,1,1.433333333,6.5,1.7,0,NA,NA,NA,0,NA,14.28,75,85,16.8,7.3,10,1.68,1,1,1,Y,4.472135955,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4948,6020,No,Yellow_Rubble,No,Small,Small,6.2,1.4,1.8,1.5,1.566666667,6.2,1.8,0,NA,NA,NA,0,NA,15.28,181,191,17.6,8.7,10,1.76,1,1,1,Y,4,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4933,6076,No,Yellow_Rubble,Yes,Small,Small,6.1,2.4,1.9,0.8,1.7,6.1,4,1,2,NA,NA,2,NA,11.48,180.5,189,13.7,6,8.5,1.611764706,1,0,0,N,0,0.125,rubble ,0.072900873,0.087990289
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5264,6100,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.8,1.8,1.7,1.766666667,12.4,7,5,2.6,4.3,1.3,2.733333333,Yes,83.08,1060,1105,92.4,47,45,2.053333333,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5261,6086,No,Yellow_Rubble,Yes,Medium,Medium,11.6,2.7,1.5,1.5,1.9,12.5,8.7,6,3.1,6.1,7.5,5.566666667,Yes,88.48,1120,Doesn't fit,95.3,47,48.385328,1.969605332,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5795,6098,No,Yellow_Rubble,Yes,Large,Large ,18.6,1.8,1.2,0.8,1.266666667,18.6,5.8,3,1.5,5.7,1.1,2.766666667,Yes,59.48,1100,1130,65.9,35.6,30,2.196666667,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5792,6092,No,Yellow_Rubble,Yes,Large,Large ,16.6,2.1,2.3,2.3,2.233333333,16.6,6.7,1,8.1,NA,NA,8.1,NA,139.08,1060,1135,153.6,80.5,75,2.048,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5274,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5788,6095,No,Yellow_Rubble,Yes,Large,Large ,18.9,1.4,1.1,0.8,1.1,18.9,10.1,8,3.7,4.3,No data,4,Yes,78.98,1120,1160,88,44.434876,40,2.2,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4932,6146,No,Yellow_Rubble,Yes,Small,Small,5.5,1.6,1.8,1.4,1.6,6.1,4.6,1,2.9,NA,NA,2.9,NA,21.78,415,428,24.7,12,13,1.9,2,0,0,N,0,0.125,rubble,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5266,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5267,6005,No,Yellow_Rubble,No,Medium,Medium,12,2.7,1.6,2.1,2.133333333,12,2.7,0,NA,NA,NA,0,NA,52.48,370,393,61.1,28.2,23,2.656521739,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,6000,6082,No,Yellow_Rubble,Yes,Large,Large ,21,2.4,2.2,1.8,2.133333333,21,5.2,2,1,2,NA,1.5,Yes,140.98,1100,1180,156.9,78.9,80,1.96125,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5781,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4929,6012,No,Yellow_Rubble,No,Small,Small,7.2,1.3,1.9,1.3,1.5,7.2,1.9,0,NA,NA,NA,0,NA,17.58,69,80,19.8,9.8,11,1.8,2,1,1,Y,2.5,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4939,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4947,6006,No,Yellow_Rubble,Yes,Small,Small,6.2,1,1.2,0.7,0.966666667,6.2,4,10,1,2.9,2.1,2,Yes,20.58,423,435,24.8,11.4,12,2.066666667,2,1,0,N,0.5,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4938,6136,No,Yellow_Rubble,Yes,Small,Small,6.2,1.3,1.5,1.3,1.366666667,7.7,3.7,1,2.4,NA,NA,2.4,NA,22.31,,,25.313416,12.064972,14.234991,1.778253039,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5255,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4931,6090,No,Yellow_Rubble,Yes,Small,Small,6.8,1.7,1.5,1.4,1.533333333,6.8,4,1,2.7,NA,NA,2.7,NA,17.48,415,427,20.1,8.3,12,1.675,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5269,6097,No,Yellow_Rubble,No,Medium,Medium,12.5,1.9,1.4,1.4,1.566666667,12.5,2.4,0,NA,NA,NA,0,NA,28.88,170,187,33.7,15.9,17,1.982352941,2,1,1,N,5.099019514,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5278,6083,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.8,1.8,1.7,1.766666667,12.2,5.5,4,1.2,2.2,1.7,1.7,Yes,66.28,1060,1100,76.5,36.8,40,1.9125,2,1,1,N,2,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5799,6145,No,Yellow_Rubble,No,Large,Large ,19.2,2.9,1.9,1.7,2.166666667,19.2,2.9,0,NA,NA,NA,0,NA,75.78,415,460,85.5,42.2,45,1.9,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5785,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5271,6093,No,Yellow_Rubble,Yes,Medium,Medium,13.3,1.9,2,1.8,1.9,13.3,3.5,3,1.3,2.5,1.7,1.833333333,Yes,78.08,400,440,86.6,45.1,40,2.165,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5275,6085,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.4,1.7,1.3,1.466666667,12.4,9.1,2,4.1,4.6,NA,4.35,Yes,41.18,1120,1147,45.4,18.1,27,1.681481481,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4927,6023,No,Yellow_Rubble,Yes,Small,Small,5.8,1.3,1.5,1.7,1.5,5.8,3.2,2,1.6,1.4,NA,1.5,No,17.68,181,192,19.9,10,11,1.809090909,2,1,1,N,4.924428901,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4941,6019,No,Yellow_Rubble,No,Small,Medium,8.6,2.5,1.8,1.8,2.033333333,8.6,2.5,0,NA,NA,NA,0,NA,27.48,142,160,31,15.9,18,1.722222222,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5272,6015,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.7,1.6,2,1.766666667,13.2,4.6,2,3,3.2,NA,3.1,Yes,63.88,720,758,72.4,33.7,38,1.905263158,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5256,6135,No,Yellow_Rubble,No,Medium,Medium,13.1,1.6,2.2,1.6,1.8,13.1,2.2,0,NA,NA,NA,0,NA,70.08,188,218,76,41.2,30,2.533333333,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5277,6002,No,Yellow_Rubble,No,Medium,Medium,14.2,2.6,3,3.2,2.933333333,14.2,3.2,0,NA,NA,NA,0,NA,139.98,397,478,161.2,80.7,81,1.990123457,2,0,0,Y,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5268,6077,No,Yellow_Rubble,No,Medium,Medium,12.8,2.3,2,1.2,1.833333333,12.8,2.3,0,NA,NA,NA,0,NA,54.88,194,227,62.6,31.6,33,1.896969697,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4930,4930,No - and no new number,Yellow_Rubble,Yes,Small,Small,6.2,0.8,1.3,1.5,1.2,6.708203932,4.4,3,2.3,1.9,1.6,1.933333333,Yes,16.31,,,18.571816,8.637772,11.138391,1.667369731,2,0,0,N,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4934,6018,No,Yellow_Rubble,No,Small,Small,6.5,1.7,1.6,1,1.433333333,6.5,1.7,0,NA,NA,NA,0,NA,14.28,75,85,16.8,7.3,10,1.68,2,0,0,Y,0,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4948,6020,No,Yellow_Rubble,No,Small,Small,6.2,1.4,1.8,1.5,1.566666667,6.2,1.8,0,NA,NA,NA,0,NA,15.28,181,191,17.6,8.7,10,1.76,2,1,0,N,0.5,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4933,6076,No,Yellow_Rubble,Yes,Small,Small,6.1,2.4,1.9,0.8,1.7,6.1,4,1,2,NA,NA,2,NA,11.48,180.5,189,13.7,6,8.5,1.611764706,2,1,1,N,3,0.125,rubble ,0.071440811,0.085957821
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5264,6100,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.8,1.8,1.7,1.766666667,12.4,7,5,2.6,4.3,1.3,2.733333333,Yes,83.08,1060,1105,92.4,47,45,2.053333333,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5261,6086,No,Yellow_Rubble,Yes,Medium,Medium,11.6,2.7,1.5,1.5,1.9,12.5,8.7,6,3.1,6.1,7.5,5.566666667,Yes,88.48,1120,Doesn't fit,95.3,47,48.385328,1.969605332,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5795,6098,No,Yellow_Rubble,Yes,Large,Large ,18.6,1.8,1.2,0.8,1.266666667,18.6,5.8,3,1.5,5.7,1.1,2.766666667,Yes,59.48,1100,1130,65.9,35.6,30,2.196666667,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5792,6092,No,Yellow_Rubble,Yes,Large,Large ,16.6,2.1,2.3,2.3,2.233333333,16.6,6.7,1,8.1,NA,NA,8.1,NA,139.08,1060,1135,153.6,80.5,75,2.048,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5274,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5788,6095,No,Yellow_Rubble,Yes,Large,Large ,18.9,1.4,1.1,0.8,1.1,18.9,10.1,8,3.7,4.3,No data,4,Yes,78.98,1120,1160,88,44.434876,40,2.2,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4932,6146,No,Yellow_Rubble,Yes,Small,Small,5.5,1.6,1.8,1.4,1.6,6.1,4.6,1,2.9,NA,NA,2.9,NA,21.78,415,428,24.7,12,13,1.9,3,0,0,N,0,0.125,rubble,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5266,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5267,6005,No,Yellow_Rubble,No,Medium,Medium,12,2.7,1.6,2.1,2.133333333,12,2.7,0,NA,NA,NA,0,NA,52.48,370,393,61.1,28.2,23,2.656521739,3,0,0,Y,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,6000,6082,No,Yellow_Rubble,Yes,Large,Large ,21,2.4,2.2,1.8,2.133333333,21,5.2,2,1,2,NA,1.5,Yes,140.98,1100,1180,156.9,78.9,80,1.96125,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,5781,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4929,6012,No,Yellow_Rubble,No,Small,Small,7.2,1.3,1.9,1.3,1.5,7.2,1.9,0,NA,NA,NA,0,NA,17.58,69,80,19.8,9.8,11,1.8,3,1,1,Y,3,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4939,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
Lagoon,1,1,2m,2017,1A,1B,NE_Monsoon,11/12/2017,4947,6006,No,Yellow_Rubble,Yes,Small,Small,6.2,1,1.2,0.7,0.966666667,6.2,4,10,1,2.9,2.1,2,Yes,20.58,423,435,24.8,11.4,12,2.066666667,3,0,0,N,0,0.125,rubble ,0.091234826,0.118121668
